City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Salta,AR,2021-09-02 14:59:08,-24.7859,-65.4117,77.29,43,0,8.25
296,Geraldton,AU,2021-09-02 14:58:30,-28.7667,114.6,50.41,93,90,3.44
297,Belaya Gora,RU,2021-09-02 15:01:10,68.5333,146.4167,49.53,59,100,6.51
298,Oriximina,BR,2021-09-02 15:01:12,-1.7656,-55.8661,89.96,52,37,2.73
299,Skjervoy,NO,2021-09-02 15:01:14,70.0311,20.9714,46.58,86,100,12.91
300,Manta,EC,2021-09-02 15:01:16,-0.95,-80.7333,74.01,81,100,8.34
301,Bambous Virieux,MU,2021-09-02 15:01:18,-20.3428,57.7575,72.21,70,13,16.78
302,Tessalit,ML,2021-09-02 15:01:20,20.1986,1.0114,108.68,6,5,22.68
303,Makat,KZ,2021-09-02 15:01:21,47.6469,53.3463,83.89,12,86,9.31
304,Yatou,CN,2021-09-02 15:01:23,37.15,122.3833,67.64,90,2,1.61
305,Epe,NG,2021-09-02 15:01:24,6.5841,3.9834,82.8,67,94,9.44
306,Trairi,BR,2021-09-02 15:01:26,-3.2778,-39.2689,88.29,48,10,17.0
307,Masallatah,LY,2021-09-02 15:01:28,32.6167,14.0,88.12,53,0,19.53
308,Tateyama,JP,2021-09-02 15:00:12,34.9833,139.8667,69.73,88,75,5.75
309,Hays,US,2021-09-02 15:01:31,30.0502,-98.0336,85.71,79,25,4.0
310,Korhogo,CI,2021-09-02 15:01:32,9.45,-5.6333,69.87,92,100,6.06
311,Merauke,ID,2021-09-02 15:01:35,-8.4667,140.3333,78.01,85,93,15.77
312,Yar-Sale,RU,2021-09-02 15:01:35,66.8333,70.8333,49.8,78,100,20.74
313,Camacha,PT,2021-09-02 15:01:37,33.0833,-16.3333,77.76,69,40,5.75
314,Mazatan,MX,2021-09-02 15:01:39,14.8667,-92.45,80.87,77,44,5.32
315,Kaz,RU,2021-09-02 15:01:40,52.9113,87.3105,49.08,78,12,3.69
316,Leca Da Palmeira,PT,2021-09-02 15:01:42,41.191,-8.7003,78.1,73,40,6.91
317,San Carlos,VE,2021-09-02 14:58:34,9.6612,-68.5827,85.55,66,53,3.78
318,Victoria Point,AU,2021-09-02 15:01:44,-27.5833,153.3,65.91,88,100,1.99
319,Touros,BR,2021-09-02 15:01:45,-5.1989,-35.4608,85.1,57,28,19.93
320,Chipinge,ZW,2021-09-02 15:01:47,-20.1883,32.6236,72.5,47,9,9.4
321,Werota,ET,2021-09-02 15:01:49,11.9167,37.7,68.52,78,59,2.33
322,Nagaur,IN,2021-09-02 15:01:30,27.2,73.7333,89.22,58,81,5.57
323,Rio Pardo De Minas,BR,2021-09-02 15:01:52,-15.6097,-42.5397,81.01,38,47,8.86
324,Lisakovsk,KZ,2021-09-02 15:01:53,52.5369,62.4936,75.97,24,9,7.94
325,Sao Joao Dos Patos,BR,2021-09-02 15:01:56,-6.495,-43.7022,95.16,26,32,8.7
326,Monte Patria,CL,2021-09-02 15:01:58,-30.6919,-70.9467,72.05,35,0,5.19
327,Hasaki,JP,2021-09-02 15:01:59,35.7333,140.8333,68.4,84,100,16.64
328,Kysyl-Syr,RU,2021-09-02 15:02:00,63.8986,122.7617,49.6,96,100,7.4
329,Sinnamary,GF,2021-09-02 15:02:02,5.3833,-52.95,76.17,84,100,1.83
330,Miles City,US,2021-09-02 15:02:04,46.4083,-105.8406,63.57,42,90,6.91
331,Crispiano,IT,2021-09-02 15:02:05,40.6058,17.2303,78.24,39,71,4.0
332,Bourail,NC,2021-09-02 15:02:07,-21.5667,165.4833,63.0,69,99,6.58
333,Presidencia Roque Saenz Pena,AR,2021-09-02 15:02:08,-26.7852,-60.4388,84.6,26,99,7.4
334,Kribi,CM,2021-09-02 15:02:10,2.95,9.9167,79.68,79,89,11.36
335,Paracuru,BR,2021-09-02 15:02:12,-3.41,-39.0306,87.82,50,14,17.36
336,Lagos,NG,2021-09-02 15:00:16,6.5833,3.75,83.75,66,70,8.75
337,Kyra,RU,2021-09-02 15:02:15,49.5776,111.9753,55.35,90,77,2.13
338,Holovyne,UA,2021-09-02 15:02:16,50.4712,28.8253,56.48,49,100,15.3
339,Krasnoselkup,RU,2021-09-02 15:02:18,65.7,82.4667,44.67,69,100,10.09
340,Guarapari,BR,2021-09-02 15:02:20,-20.6667,-40.4975,71.49,70,39,8.88
341,Singkang,MY,2021-09-02 15:02:21,2.1006,102.7994,75.6,90,100,3.04
342,Richards Bay,ZA,2021-09-02 15:02:22,-28.783,32.0377,76.82,57,0,17.98
343,Porto Novo,BJ,2021-09-02 15:02:24,6.4965,2.6036,80.55,78,96,13.33
344,Kapustin Yar,RU,2021-09-02 15:02:26,48.5831,45.7372,76.23,46,100,11.34
345,Lubao,PH,2021-09-02 15:02:28,14.9167,120.55,78.15,87,93,2.59
346,Slantsy,RU,2021-09-02 15:02:29,59.1182,28.0914,54.91,56,99,7.9
347,Iquitos,PE,2021-09-02 15:02:30,-3.7481,-73.2472,82.44,78,40,5.75
348,Ulladulla,AU,2021-09-02 15:01:00,-35.35,150.4667,53.1,94,9,9.17
349,Huanren,CN,2021-09-02 15:02:33,41.2647,125.3667,59.9,92,20,1.63
350,Portland,US,2021-09-02 15:00:37,45.5234,-122.6762,59.7,80,0,1.99
351,Ankazoabo,MG,2021-09-02 15:02:34,-22.2833,44.5167,85.68,26,24,3.85
352,Rincon,US,2021-09-02 15:02:36,32.296,-81.2354,84.38,70,75,6.91
353,Fukue,JP,2021-09-02 15:02:37,32.6881,128.8419,78.19,79,100,7.14
354,Cochabamba,BO,2021-09-02 15:02:37,-17.3895,-66.1568,75.2,31,8,1.01
355,Maine-Soroa,NE,2021-09-02 15:02:40,13.2114,12.0241,99.86,28,7,6.58
356,Magistralnyy,RU,2021-09-02 15:02:42,56.1725,107.4458,47.12,83,98,4.47
357,Nyurba,RU,2021-09-02 15:02:45,63.2842,118.3319,47.32,99,100,3.94
358,Sheltozero,RU,2021-09-02 15:02:47,61.3667,35.3667,49.53,64,88,12.93
359,Shimoda,JP,2021-09-02 15:02:49,34.6667,138.95,71.17,92,100,13.29
360,Te Anau,NZ,2021-09-02 15:02:49,-45.4167,167.7167,36.7,88,70,0.85
361,Atar,MR,2021-09-02 15:02:50,20.5169,-13.0499,106.81,12,0,10.96
362,Provideniya,RU,2021-09-02 15:02:52,64.3833,-173.3,47.5,90,100,6.22
363,Silvan,TR,2021-09-02 15:02:54,38.1419,41.0081,89.89,9,0,12.03
364,Port Hedland,AU,2021-09-02 15:00:21,-20.3167,118.5667,68.05,83,82,3.44
365,Nuevitas,CU,2021-09-02 14:58:19,21.5453,-77.2644,84.99,65,3,4.0
366,Luban,PL,2021-09-02 15:02:57,51.1201,15.2877,71.6,62,65,5.97
367,Aklavik,CA,2021-09-02 15:02:59,68.2191,-135.0107,48.92,100,90,11.5
368,Labuhan,ID,2021-09-02 15:03:01,-6.8844,112.2051,77.32,69,37,11.5
369,Nantucket,US,2021-09-02 15:03:02,41.2835,-70.0995,66.25,86,100,33.24
370,Nguru,NG,2021-09-02 15:03:03,12.8791,10.4526,96.87,33,78,5.86
371,Point Fortin,TT,2021-09-02 15:03:05,10.1833,-61.6833,90.9,71,34,7.7
372,Laguna,US,2021-09-02 15:03:06,38.421,-121.4238,62.08,84,1,1.99
373,Caravelas,BR,2021-09-02 15:03:07,-17.7125,-39.2481,74.57,80,30,4.99
374,Qasigiannguit,GL,2021-09-02 15:03:09,68.8193,-51.1922,39.45,54,0,3.09
375,Naze,JP,2021-09-02 15:02:04,28.3667,129.4833,77.77,83,73,4.61
376,Choma,ZM,2021-09-02 15:03:12,-16.8065,26.9531,79.7,28,39,12.01
377,Pisco,PE,2021-09-02 15:03:14,-13.7,-76.2167,63.01,82,89,4.88
378,Bosaso,SO,2021-09-02 15:03:16,11.2842,49.1816,90.59,53,45,1.86
379,Lata,PT,2021-09-02 15:03:18,40.1629,-8.3327,83.35,48,50,12.71
380,Wilmington,US,2021-09-02 15:03:19,34.2257,-77.9447,75.11,79,75,11.5
381,Mucurici,BR,2021-09-02 15:03:21,-18.0933,-40.5158,75.31,61,77,6.26
382,Kachug,RU,2021-09-02 15:03:23,53.9606,105.8817,48.67,94,100,5.55
383,Nassjo,SE,2021-09-02 15:03:25,57.6531,14.6968,67.3,43,5,9.01
384,Port Macquarie,AU,2021-09-02 15:03:26,-31.4333,152.9167,57.15,85,3,8.55
385,Cidreira,BR,2021-09-02 15:03:27,-30.1811,-50.2056,73.18,59,100,2.82
386,Luderitz,NA,2021-09-02 15:01:06,-26.6481,15.1594,59.54,73,1,8.5
387,Acapulco,MX,2021-09-02 15:03:30,16.8634,-99.8901,80.42,83,90,3.44
388,Rusape,ZW,2021-09-02 15:03:31,-18.5278,32.1284,67.23,57,100,5.41
389,Tiebissou,CI,2021-09-02 15:03:33,7.1574,-5.2257,68.85,94,100,7.2
390,Jining,CN,2021-09-02 15:01:22,35.405,116.5814,69.48,94,72,4.52
391,Aswan,EG,2021-09-02 15:03:36,24.0934,32.907,112.59,11,46,9.15
392,Hamilton,US,2021-09-02 15:00:13,39.1834,-84.5333,73.74,73,0,1.99
393,Jequitinhonha,BR,2021-09-02 15:03:38,-16.4339,-41.0033,77.7,60,100,4.56
394,Iracoubo,GF,2021-09-02 15:03:40,5.4802,-53.2011,75.76,87,100,2.1
395,Xinyu,CN,2021-09-02 15:03:42,27.8043,114.9334,81.39,78,74,0.78
396,Farmington,US,2021-09-02 15:01:36,36.7281,-108.2187,63.19,61,8,2.95
397,Tuktoyaktuk,CA,2021-09-02 15:03:43,69.4541,-133.0374,48.2,100,75,5.75
398,Faya,SA,2021-09-02 15:03:45,18.3851,42.4509,79.32,39,80,4.38
399,Bukama,CD,2021-09-02 15:03:47,-9.2,25.85,97.48,13,99,0.4
400,Itarema,BR,2021-09-02 15:03:48,-2.9248,-39.9167,89.24,49,10,17.4
401,Hervey Bay,AU,2021-09-02 15:03:51,-25.2986,152.8535,63.03,72,100,15.03
402,Port Blair,IN,2021-09-02 15:03:45,11.6667,92.75,77.92,89,100,20.56
403,San Cristobal,VE,2021-09-02 15:03:53,7.7669,-72.225,78.98,54,38,6.06
404,Saint-Louis,SN,2021-09-02 15:03:54,16.3333,-15.0,96.85,42,23,5.66
405,Almaznyy,RU,2021-09-02 15:03:57,48.0448,40.045,69.94,46,100,15.82
406,Tura,IN,2021-09-02 15:03:59,25.5198,90.2201,74.35,95,93,1.39
407,Vila Franca Do Campo,PT,2021-09-02 15:03:59,37.7167,-25.4333,73.81,65,5,8.81
408,Lamu,KE,2021-09-02 15:04:01,-2.2717,40.902,79.02,80,11,13.94
409,Macusani,PE,2021-09-02 15:04:03,-14.0833,-70.4333,49.5,44,78,2.28
410,Bathsheba,BB,2021-09-02 15:04:05,13.2167,-59.5167,90.21,66,75,20.71
411,Siavonga,ZM,2021-09-02 15:04:06,-16.5382,28.7088,86.67,37,44,4.12
412,Calvinia,ZA,2021-09-02 15:04:08,-31.4707,19.776,63.27,32,4,12.82
413,Saint Marys,US,2021-09-02 15:04:10,30.7305,-81.5465,87.01,81,90,1.01
414,Oktyabrskoye,RU,2021-09-02 15:04:11,43.0645,44.7417,62.74,94,90,6.71
415,Neiafu,TO,2021-09-02 15:04:14,-18.65,-173.9833,74.08,88,75,5.75
416,Palu,ID,2021-09-02 15:01:51,-0.8917,119.8707,76.57,96,100,1.19
417,Malindi,KE,2021-09-02 15:04:17,-3.2175,40.1191,77.22,79,32,15.12
418,Sao Joao Da Barra,BR,2021-09-02 15:04:19,-21.6403,-41.0511,77.09,70,13,9.46
419,Ostersund,SE,2021-09-02 15:04:22,63.1792,14.6357,54.05,71,90,25.32
420,Gao,ML,2021-09-02 15:04:23,16.6362,1.637,106.07,13,95,13.98
421,Lewistown,US,2021-09-02 15:04:25,40.5992,-77.5714,69.82,50,1,10.36
422,Mataram,ID,2021-09-02 15:01:11,-8.5833,116.1167,74.21,81,57,10.74
423,Dongsheng,CN,2021-09-02 15:04:26,39.8161,109.9776,71.83,42,69,1.54
424,Santa Marta,CO,2021-09-02 15:02:31,11.2408,-74.199,84.92,68,52,1.19
425,Shangzhi,CN,2021-09-02 15:04:28,45.2167,127.9667,58.21,84,41,2.95
426,Fort Nelson,CA,2021-09-02 15:04:28,58.8053,-122.7002,49.03,79,73,3.0
427,Russell,US,2021-09-02 15:04:30,32.3502,-85.1999,80.91,76,75,2.3
428,Coihaique,CL,2021-09-02 15:04:31,-45.5752,-72.0662,44.71,75,90,5.75
429,Los Llanos De Aridane,ES,2021-09-02 15:04:33,28.6585,-17.9182,76.75,74,40,5.75
430,Lappeenranta,FI,2021-09-02 15:04:35,61.0587,28.1887,53.65,58,0,8.05
431,Sarangani,PH,2021-09-02 15:04:37,5.4033,125.4636,83.89,73,49,9.06
432,Moorhead,US,2021-09-02 15:04:39,46.8739,-96.7676,62.62,93,90,5.99
433,Barcelos,PT,2021-09-02 15:04:40,41.5388,-8.6151,82.29,63,33,8.59
434,Sorgun,TR,2021-09-02 15:04:42,39.8101,35.186,72.66,32,19,13.35
435,Puksoozero,RU,2021-09-02 15:04:44,62.5903,40.6066,39.63,97,100,7.99
436,Ilmajoki,FI,2021-09-02 15:04:45,62.7333,22.5667,49.59,76,90,5.75
437,Husavik,IS,2021-09-02 15:04:47,66.0449,-17.3389,57.92,70,100,7.78
438,Otane,NZ,2021-09-02 15:03:53,-39.8833,176.6333,43.02,94,7,1.95
439,Yasothon,TH,2021-09-02 15:04:49,15.75,104.1333,83.5,70,92,2.44
440,College,US,2021-09-02 15:04:50,64.8569,-147.8028,57.22,85,75,3.44
441,Mana,GF,2021-09-02 15:04:52,5.6592,-53.7767,77.02,87,100,2.24
442,Otterup,DK,2021-09-02 15:04:54,55.5153,10.3976,71.83,60,0,4.65
443,Bayasong,PH,2021-09-02 15:04:56,6.6489,124.8731,76.14,93,63,1.79
444,Grindavik,IS,2021-09-02 15:04:56,63.8424,-22.4338,57.9,94,75,16.11
445,Issa,RU,2021-09-02 15:04:58,53.8705,44.8578,62.67,73,79,5.53
446,Grand Gaube,MU,2021-09-02 15:03:09,-20.0064,57.6608,72.37,66,1,5.99
447,Kamaishi,JP,2021-09-02 15:02:26,39.2667,141.8833,63.28,86,0,2.28
448,Bandarbeyla,SO,2021-09-02 15:05:01,9.4942,50.8122,77.2,87,6,24.85
449,Waikuku,NZ,2021-09-02 15:05:03,-43.3,172.6833,48.02,85,0,5.75
450,Broome,US,2021-09-02 15:05:04,42.2506,-75.833,66.7,63,0,4.0
451,Rorvik,NO,2021-09-02 15:05:05,64.8621,11.2373,51.78,84,100,29.8
452,Immokalee,US,2021-09-02 15:05:07,26.4187,-81.4173,87.75,87,100,3.89
453,Kawalu,ID,2021-09-02 15:05:09,-7.3817,108.2082,68.99,92,86,0.51
454,Shingu,JP,2021-09-02 15:05:10,33.7333,135.9833,79.92,91,87,2.42
455,Redmond,US,2021-09-02 15:05:10,47.674,-122.1215,58.68,90,0,0.67
456,Butte,US,2021-09-02 15:05:12,39.6499,-121.5677,71.98,71,1,3.44
457,Quatre Cocos,MU,2021-09-02 15:05:13,-20.2078,57.7625,72.09,70,14,16.89
458,Viedma,AR,2021-09-02 15:05:15,-40.8135,-62.9967,59.0,39,6,10.96
459,Annaka,JP,2021-09-02 15:05:17,36.3167,138.9,69.69,95,100,1.63
460,High Level,CA,2021-09-02 15:05:17,58.5169,-117.136,50.76,67,0,5.01
461,Torrington,US,2021-09-02 15:02:52,41.8007,-73.1212,70.57,74,1,1.01
462,Kavaratti,IN,2021-09-02 15:05:21,10.5669,72.642,81.41,76,100,15.5
463,Thunder Bay,CA,2021-09-02 15:05:21,48.4001,-89.3168,67.55,70,98,3.0
464,Chapais,CA,2021-09-02 15:05:23,49.7834,-74.8492,53.38,98,100,3.44
465,Banjar,ID,2021-09-02 15:05:24,-8.19,114.9675,73.83,88,64,8.41
466,Qinhuangdao,CN,2021-09-02 15:04:32,39.9317,119.5883,70.02,87,70,6.42
467,Praxedis Guerrero,MX,2021-09-02 15:05:26,31.3667,-106.0167,78.39,54,98,5.86
468,Narsaq,GL,2021-09-02 15:05:27,60.9167,-46.05,52.02,96,100,4.0
469,Niksic,ME,2021-09-02 15:05:30,42.7731,18.9445,75.36,32,0,7.54
470,Hun,LY,2021-09-02 15:05:32,29.1268,15.9477,99.68,19,0,13.78
471,Mahibadhoo,MV,2021-09-02 15:05:34,3.7833,72.9667,82.99,71,99,9.69
472,Padang,ID,2021-09-02 15:01:20,-0.9492,100.3543,77.05,86,100,1.97
473,Srednekolymsk,RU,2021-09-02 15:05:35,67.45,153.6833,41.04,72,26,4.18
474,Dingle,PH,2021-09-02 15:05:37,10.9995,122.6711,75.63,95,100,3.49
475,Ahipara,NZ,2021-09-02 15:05:37,-35.1667,173.1667,48.79,86,13,8.1
476,Bilibino,RU,2021-09-02 15:05:38,68.0546,166.4372,35.71,94,100,1.54
477,Manati,PR,2021-09-02 15:05:40,18.4275,-66.4921,91.09,75,68,6.98
478,Prince Rupert,CA,2021-09-02 15:05:42,54.3161,-130.3201,55.99,82,100,0.76
479,Tautira,PF,2021-09-02 15:05:44,-17.7333,-149.15,75.22,69,35,19.04
480,Shalakusha,RU,2021-09-02 15:05:46,62.2247,40.2539,41.92,93,100,9.22
481,Podporozhye,RU,2021-09-02 15:05:48,60.9112,34.1706,49.03,65,89,7.52
482,Noyabrsk,RU,2021-09-02 15:05:50,63.1994,75.4507,50.95,71,100,19.04
483,Kaeo,NZ,2021-09-02 15:05:52,-35.1,173.7833,48.33,95,33,9.26
484,Khani,GE,2021-09-02 15:05:53,41.9563,42.9566,56.77,98,99,2.86
485,San Policarpo,PH,2021-09-02 15:05:54,12.1791,125.5072,80.87,81,86,4.34
486,Chuzhou,CN,2021-09-02 15:04:33,32.3219,118.2978,73.63,96,48,4.99
487,Sao Pedro Do Sul,BR,2021-09-02 15:05:55,-29.6206,-54.1789,80.89,43,99,8.93
488,Bayonet Point,US,2021-09-02 15:05:57,28.3267,-82.6834,86.18,86,94,1.01
489,Oranjemund,NA,2021-09-02 15:05:59,-28.55,16.4333,58.23,73,0,10.98
490,Vao,NC,2021-09-02 15:06:01,-22.6667,167.4833,67.46,63,43,13.65
491,Baoqing,CN,2021-09-02 15:06:03,46.3317,132.2111,60.33,64,35,2.08
492,Ipixuna,BR,2021-09-02 15:06:04,-1.7625,-48.8043,85.95,51,43,1.36
493,Pacifica,US,2021-09-02 15:04:13,37.6138,-122.4869,59.94,87,90,1.99
494,Asekeyevo,RU,2021-09-02 15:06:06,53.5742,52.7972,62.24,88,100,8.05
495,Amapa,BR,2021-09-02 15:06:08,1.0,-52.0,91.89,41,57,3.22
496,Kupang,ID,2021-09-02 15:06:10,-10.1667,123.5833,78.13,84,15,11.83
497,Hobyo,SO,2021-09-02 15:06:11,5.3505,48.5268,78.13,84,49,24.83
498,Pacific Grove,US,2021-09-02 15:06:13,36.6177,-121.9166,59.43,80,90,1.01
499,Moron,AR,2021-09-02 15:06:15,-34.6534,-58.6198,60.55,97,100,5.01
500,Bogatoye,RU,2021-09-02 15:06:18,53.0601,51.3325,59.95,90,100,5.12
501,Yurga,RU,2021-09-02 15:06:20,55.7231,84.8861,50.14,68,85,5.79
502,Panguna,PG,2021-09-02 15:06:22,-6.3164,155.4848,67.03,96,100,2.04
503,Lins,BR,2021-09-02 15:06:24,-21.6786,-49.7425,85.28,28,45,8.23
504,Laramie,US,2021-09-02 15:06:26,41.3114,-105.5911,62.35,90,1,1.99
505,Sitka,US,2021-09-02 15:06:27,57.0531,-135.33,57.09,82,90,12.66
506,Bouca,CF,2021-09-02 15:06:29,6.5105,18.2733,77.83,75,95,4.14
507,Riyadh,SA,2021-09-02 15:05:10,24.6877,46.7219,104.14,8,29,10.16
508,Kapoeta,SS,2021-09-02 15:06:31,4.7717,33.5903,85.78,44,91,7.05
509,Japura,ID,2021-09-02 15:06:35,-0.3167,102.35,73.76,91,100,4.14
510,Montepuez,MZ,2021-09-02 15:06:35,-13.1256,38.9997,83.57,34,52,6.44
511,Anadyr,RU,2021-09-02 15:06:37,64.75,177.4833,45.63,80,100,5.84
512,Spornoye,RU,2021-09-02 15:06:39,50.8448,37.2913,53.62,88,100,15.19
513,Keningau,MY,2021-09-02 15:06:41,5.3378,116.1602,75.65,98,96,0.4
514,Victoria,HK,2021-09-02 15:05:05,22.2855,114.1577,85.32,82,16,8.88
515,Bodden Town,KY,2021-09-02 15:06:42,19.2833,-81.25,89.6,62,20,6.91
516,Tarija,BO,2021-09-02 15:06:43,-21.5355,-64.7296,78.4,31,0,5.79
517,Diapaga,BF,2021-09-02 15:06:45,12.0708,1.7889,86.07,59,95,7.27
518,Marsala,IT,2021-09-02 15:06:47,37.7966,12.4352,84.94,68,0,11.43
519,Mount Pleasant,US,2021-09-02 15:04:02,32.7941,-79.8626,82.06,81,75,5.01
520,Roald,NO,2021-09-02 15:06:50,62.5833,6.1333,61.11,100,75,18.41
521,Valdez,EC,2021-09-02 15:06:51,1.2492,-78.9831,79.02,78,95,3.58
522,Conceicao Do Araguaia,BR,2021-09-02 15:06:53,-8.2578,-49.2647,84.18,50,99,5.75
523,Mount Gambier,AU,2021-09-02 15:05:17,-37.8333,140.7667,55.31,94,90,5.75
524,Maamba,ZM,2021-09-02 15:06:56,-17.3667,27.15,84.88,27,6,10.71
525,Amanganj,IN,2021-09-02 15:06:09,24.4333,80.0333,81.72,73,69,4.09
526,Camp Verde,US,2021-09-02 15:06:58,34.5636,-111.8543,76.84,81,30,2.73
527,Kangaatsiaq,GL,2021-09-02 15:06:59,68.3065,-53.4641,41.47,74,0,1.66
528,Kontagora,NG,2021-09-02 15:07:02,10.3999,5.4695,81.95,74,93,6.33
529,Nelson Bay,AU,2021-09-02 15:07:03,-32.7167,152.15,62.1,78,0,1.99
530,Baruun-Urt,MN,2021-09-02 15:07:04,46.6806,113.2792,55.65,94,100,9.17
531,Xinzhi,CN,2021-09-02 15:07:05,36.4989,111.7047,75.92,60,99,3.2
532,Burgersdorp,ZA,2021-09-02 15:07:05,-30.9977,26.3286,75.11,10,0,18.54
533,Qaqortoq,GL,2021-09-02 15:07:07,60.7167,-46.0333,52.3,97,100,7.07
534,Riberalta,BO,2021-09-02 15:07:09,-10.9833,-66.1,95.61,34,39,5.3
535,Valentin Gomez Farias,MX,2021-09-02 15:07:11,28.2167,-106.5833,67.71,74,95,2.57
536,Clyde River,CA,2021-09-02 15:07:12,70.4692,-68.5914,44.15,61,8,2.8
537,Roscrea,IE,2021-09-02 15:07:14,52.9511,-7.8017,62.28,72,31,5.23
538,Belmonte,BR,2021-09-02 15:07:16,-15.8631,-38.8828,73.9,65,12,6.11
539,Manokwari,ID,2021-09-02 15:07:18,-0.8667,134.0833,78.31,76,55,2.35
540,Loreto,MX,2021-09-02 15:07:19,22.2667,-101.9667,66.22,66,43,2.06
541,Makakilo City,US,2021-09-02 15:07:20,21.3469,-158.0858,77.32,73,90,4.61
542,Clarksville,US,2021-09-02 15:07:22,36.5298,-87.3595,74.28,77,1,1.99
543,Zyryanka,RU,2021-09-02 15:07:23,65.75,150.85,45.03,69,44,7.02
544,Tual,ID,2021-09-02 15:07:26,-5.6667,132.75,80.71,85,99,18.03
545,Arys,KZ,2021-09-02 15:07:26,42.4252,68.795,82.62,18,0,17.27
546,Alamor,EC,2021-09-02 15:07:27,-4.0181,-80.0197,61.48,51,54,3.78
547,Sabha,LY,2021-09-02 15:07:29,27.0377,14.4283,101.48,14,0,14.9
548,Ferme-Neuve,CA,2021-09-02 15:07:31,46.7001,-75.4493,51.39,79,100,7.78
549,Yakima,US,2021-09-02 15:07:35,46.4665,-120.6678,53.04,76,90,5.75
550,Valparaiso,CL,2021-09-02 15:07:36,-33.0393,-71.6273,56.32,92,90,4.61
551,Balingasay,PH,2021-09-02 15:07:38,16.3573,119.8564,83.3,72,98,5.55
552,Alihe,CN,2021-09-02 15:06:47,50.5667,123.7167,57.16,98,82,3.78
553,Thinadhoo,MV,2021-09-02 15:07:39,0.5333,72.9333,83.23,64,25,7.36
554,Ileza,RU,2021-09-02 15:07:40,61.0533,43.9002,46.56,70,100,7.07
555,Flinders,AU,2021-09-02 15:07:42,-34.5833,150.8552,62.2,85,8,1.99
556,Pelym,RU,2021-09-02 15:07:43,61.0108,61.9978,66.87,55,100,11.61
557,Sunrise Manor,US,2021-09-02 15:07:45,36.2111,-115.0731,84.24,55,1,9.22
558,Novopokrovka,UA,2021-09-02 15:07:46,49.8425,36.5477,57.58,85,100,16.28
559,Angoche,MZ,2021-09-02 15:07:48,-16.2325,39.9086,76.91,72,4,10.92
560,Anloga,GH,2021-09-02 15:07:50,5.7947,0.8973,74.44,93,100,11.68
561,Fairbanks,US,2021-09-02 15:07:52,64.8378,-147.7164,57.24,85,40,0.0
